beer_id,username,date,text,look,smell,taste,feel,overall,score
125646,jshusc,2017-12-13,  ,4.5,4.75,4.5,4.5,4.5,4.56
125646,wfreitag,2017-12-11,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,RollTide7,2017-12-10,  ,4.5,4.5,4.75,4.5,4.75,4.65
125646,jngrizzaffi,2017-12-10,"   Pours a cloudy yellow color with a thin foamy head. Head retention is good. Lacing is very good. Has a big juicy citrus aroma. Nice juicy taste with a good amount of citrus and some piney resin at the end. Bitterness is spot on. A little on the heavy side, but excellent. Medium bodied with moderate carbonation.  ",4.5,4.5,4.5,4.75,4.5,4.53
125646,MBruckerATC,2017-12-09,  ,5,5,5,5,5,5
125646,PDOR1960,2017-12-08,   Another great brew from Treehouse!!,4.5,4.5,4.5,4.5,4.5,4.5
125646,hankf44,2017-12-07,  ,4.75,4.75,4.75,5,4.75,4.78
125646,JNickerson12,2017-12-07,  ,5,5,5,5,5,5
125646,Chackman151,2017-12-05,  ,5,5,5,5,5,5
125646,Lucular,2017-12-04,"   Pours with a cloudy yellow-orange haze with a burst of tropical fruit in the aroma and flavor. Overall not quite as flavorful as I had hoped and the alcohol comes through which is a surprise. Missing the mark of the typical TH pillowy mouthfeel as well. Consumed at just past 3 weeks, possibly past its prime.  ",4.25,4.25,4.25,4.25,4.25,4.25
125646,ColForbinBC,2017-12-04,  ,4.25,4.25,4.5,4.5,4.25,4.38
125646,atomicnemesis,2017-12-04,  ,4.25,4.5,4.25,4.25,4.25,4.31
125646,Mattybuchs,2017-12-04,  ,5,5,5,5,5,5
125646,goblue30,2017-12-03,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,Lcoblentz,2017-12-02,  ,5,4.75,4.75,4.75,4.75,4.77
125646,ekobrien,2017-12-01,  ,4.5,4.5,4.5,4.5,4.5,4.5
205644,West_Chester_Ale_Tester,2018-02-18,  ,4,4,3.75,3.75,4,3.88
205644,SMH_NWI,2017-04-14,  ,4,4,3.5,3.5,3.75,3.7
205644,Brutaltruth,2017-03-29,"   From the tall boy can and enjoyed in a snifter via a friend from work---THANKS JUSTIN! This unique brown pours a deep muddy blackish brown with an excellent head of dark tan foam that subsides to a thick ring, modest pool, and features some nice sudsy lacing. Nose of coconut milk, cocoa, and light cola notes. Flavors lightly exceed the nose with deeply roasted coconut with dark cola and cocoa flavors with a touch of chicory note to it on the rear of the taste. Nice mouth feel; coating, medium carbonation, medium body, and a bitter malt finish with just of touch of herbal hops. Overall it is a nice unique little brew. Cheers  ",4,3.75,4,3.75,4,3.92
205644,SaisonRichBiere,2017-03-20,  ,3.75,3.75,3.5,3.75,3.75,3.65
205644,Bdel34,2016-12-31,  ,3.75,3.5,3.5,3.5,3.5,3.52
205644,ffshore545,2016-09-14,  ,3.75,3.75,3.75,3.75,3.75,3.75
205644,secondtooth,2016-07-13,"   Appearance: Pours a deep black, with tan head and very little lace. Aroma: Chocolate malts, coconut seeping in…pretty appealing. Taste: Rich! Sweet with plenty of coconut and cocoa, but with something different..a twist. There’s also a spiciness, like chicory in there…like a root beer spice. This one is really packed with deep flavor, rich and unusual. Not your father’s coconut brown ale, yes. Delicious, for sure!  ",3.5,4,4.25,4,4,4.07
205644,izzyismyrott,2016-06-12,  ,3.75,3.5,3.5,3.5,3.5,3.52
125646,Beer-Ed,2017-11-26,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,SoniaB,2017-11-24,  ,4.25,4.5,4.5,4.25,4.5,4.46
150672,Derek,2016-06-07,"   Beautiful, crystal clear pour with a nice head. Good retention, awesome lace. Pleasant citrus aroma, but not as powerful as some. Real good flavour here, lots of late hops, with a good bitterness and a light hop acidity. Thanks Yardsale!  ",4.75,4,4.25,4.25,4.25,4.22
150672,byronic,2016-04-14,   Poured a bit lively and had to wait for it to settle very nice lacing. Slightly hazy golden straw. Floral notes maybe a hint of citrus. Quite smooth on the palate a touch bitter and definitely a pungent finish as advertised. Somewhat of a dry finish and something about the lingering taste is off. The mouth coating is a touch creamy.  ,3.75,3.75,3.75,3.75,3.75,3.75
150672,Beervana,2016-04-06,  ,4,3.75,3.75,4,3.75,3.79
150672,Coronaeus,2016-04-06,"   355ml can. Bright copper with a dense foamy head that dissipates slowly leaving thin lacing. Pine, lemon, lime on the nose. Forceful bitterness upfront with blended citrus flavours dominating. Medium body. Very nice.  ",4.25,4,4,4.25,4,4.04
150672,jcubz,2016-02-21,  ,3.5,4,3.5,3.25,3.75,3.65
150672,PJT,2016-02-06,  ,4,4.25,4.5,4,4.25,4.31
150672,Mlkluther,2016-01-13,  ,4,4.25,4,3.75,4,4.04
150672,wanderingspirit,2015-12-20,"   Quite balanced and distinct IPA of a West Coast style IPA from this small prairie city brewery. Packs a punch at 7abv but the bite is layered by pine and citrus aroma and taste, but a nice malt finish and stands up to many west coast IPAs. Nice start for Black Bridge.  ",4.25,4.5,4.25,4.5,4.25,4.34
150672,Phyl21ca,2015-11-22,   Can: Poured a clear amber color ale with a large foamy head with good retention and some light lacing. Aroma of citrusy hops notes with some light dry caramel malt notes. Taste is also dominated by citrusy hops notes with medium bitter notes with some dry caramel malt notes. Body is about average with good carbonation. Slightly better than your standard IPA.  ,3.75,3.75,3.75,3.75,3.75,3.75
150672,yancot,2015-10-16,  ,3.75,3.5,3.75,3.75,3.75,3.69
150672,mistahmojoryan,2015-09-19,  ,3.75,4,4,4,3.75,3.94
150672,Long813,2015-09-16,  ,4,3.75,4,3.75,4,3.92
150672,Sathanas,2015-09-12,"   Can bought online from Liquor Direct. Drank it warm. Dank. Juicy. A little bit of bitterness. A bit of caramel, honey and biscuit. Perfectly balanced. Sound good? Yeah... yeah it does. 7% abv but drinks like a 4% ISA. Easily one of the best standard IPA's I've had from Canada. Cheers!  ",4.75,4.25,4.75,4.5,4.5,4.56
150672,Rempeba,2015-08-22,  ,3.5,3.5,3.5,3.5,3.5,3.5
150672,KingHoppy,2015-08-14,"   Passing through Swift Current SK, I stopped at Original Joe's for a late night meal. Many times previously, they had no IPAs whatsoever so I almost didn't ask but when I did, I was pleasantly surprised they were now carrying the hometown craft beer IPA! by Black Bridge Brewery. Notes of citrus, pine, floral, everything you could want in an IPA and with a respectable 7% alcohol kick as well. Very well balanced with the malt. Immediately it was one of my favorite American style IPAs. The next day I went to the Swift Current liquor store and bought three 4-packs. I haven't seen it outside of Swift Current, SK but since it's a new brewery they will surely expand to other locations. If you're passing through Swift Current, you got to try this beer - otherwise keep your eyes open for it in your local beer store.  ",4,4,4.5,4.25,4.25,4.28
150672,Corson,2015-08-02,  ,3.5,4,3.75,3.75,3.5,3.75
150672,Slongie,2015-06-12,  ,3.5,2.75,2.5,2.5,2.5,2.62
150672,Bunman3,2015-05-10,"   Yes, please! I've been hoping to find Black Bridge for a while and it was certainly worth the wait. This is a well-constructed, subtle IPA. The malt and hops wrassle happily to create an extremely pleasant beer. I am looking forward to sampling the rest of this brewery's lineup!  ",4,4,4.25,4,4,4.1
150672,adacovsk,2015-03-28,  ,3.75,4.5,4.5,3.75,4.25,4.33
150672,Idrankthat,2015-03-22,  ,4,4.25,4.25,4,4.25,4.21
150672,sasky7777,2015-03-11,   A well put together hoppy ale. Easy drinking and great aroma and flavour. It hits everything you would look for in an IPA,4.5,4.25,4.25,4.5,4.25,4.29
235178,Bryan12345,2016-06-12,  ,,,,,,4.25
150672,Saskadan,2015-02-10,  ,4,3.75,4,4,4,3.94
150672,biboergosum,2014-12-26,"   355ml can, the latest from this nascent craft brewery from Swift Current, Saskabush. This beer pours a clear, medium copper amber hue, with four flabby fingers of puffy, rocky, and somewhat bubbly bone-white head, which leaves some exploded bike chain lace around the glass as things quickly subside. It smells of pungent, and sort of dank piney, leafy hops straight off, with a strong pithy orange, white grapefruit, and lemon rind citrus fruit abettor, some chalky flintiness, and a middling grainy caramel malt sweetness. The taste is gritty, grainy pale and semi-sweet caramel malt, a muddled green forest floor detritus bitterness, musty orange, lemon, and pineapple citrus notes, a still persistent earthy flintiness, and the suggestion of a hint of a wisp of metallic warming alcohol. The carbonation is fairly peppy and engaging in its low-key fizzy and outright frothy nature, the body an adequate medium weight, and more or less smooth, the hops displaying some down-home hospitality, they are. It finishes off-dry, the malt not ready to cede the flag just yet, while the hops start a campaign to consider a plan to circle the wagons. A pleasantly rendered, high-octane IPA, the hops more prevalent up top, but that's ok, the beer overall doesn't lag as a result, like some. Anyways, nice to see another well made local-ish IPA, and in cans to boot - hope to see this still around next summer, when I finally try to get back out camping, toddler in tow.  ",3.75,4.25,4,3.75,3.75,3.97
311190,vfgccp,2018-09-17,  ,4,3.25,2,2.5,2,2.47
311190,NolaHopHead,2018-07-07,  ,4.5,3.5,3.5,4,3.5,3.61
311190,Rub_This_BBQ,2018-06-23,"   look is great dark with a nice creamy head, but down hill from there. Overall for the ABV and style it feels me wanting more. The nose is muted and the taste follows very little malt or stout like flavors. Great pour but seems more a gimmick then a great beer  ",4.25,3.75,3.5,3.75,3.75,3.68
311190,BigMike,2018-06-06,  ,3.75,3.75,3.75,3.75,3.75,3.75
311190,Hopfenpeter,2018-05-20,  ,3.75,3.75,3.75,3.75,3.75,3.75
125646,bhatch729,2017-11-23,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,Bum4ever,2017-11-23,  ,4.5,4.5,4.5,5,4.5,4.55
125646,Hudson2508,2017-11-23,  ,4.75,4.75,4.5,4.25,4.5,4.55
125646,mthomp081,2017-11-22,  ,5,5,5,5,5,5
104824,Fcolle2,2014-05-27,"   Batch 209 Pours thick dark viscous black in color with a thin fizzy film of a head that disappears rather quickly. Smell has some decadent rich caramel and toffee aromas along with a bourbon soaked raisin sweet aroma and lightly tart dark red cherry aroma.Tons of vanilla tannins and barrel notes are balanced along side some light roasted marshmellow, and bourbon notes. Taste follows the nose with a big caramel and toffee sweetness hitting the palat first along side some fig and date flavors. Loads of vanilla tannin and toasted marshmellow come out along with some oak barrel and bourbon flavors,roasted malt, a walnut like nutty flavor and moderate amounts alcohol in the finish. Super tastey. Mouthfeel is really rich and creamy, a nice sipping beer. Completely costs the mouth with sticky sweet goodness.  ",4.25,4.75,4.5,4.75,4.5,4.57
104824,Reagan1984,2014-05-26,  ,,,,,,4.5
104824,Chibeerguy1,2014-05-26,  ,,,,,,4.75
104824,AaronBurr,2014-05-26,  ,,,,,,4
104824,kevanb,2014-05-24,"   12oz bottle poured into a Pipeworks snifter. The beer pours a jet black color and has extreme opacity with a very thick texture. A thin but taut khaki head rises that has decent retention and leaves some spotted lace behind. The aroma is wonderful, plenty of vanilla bean, lots of toasted coconut, lots of earthy wood with light bourbon, chocolate is bittersweet and brings out both a light roast quality and some hazelnuts. It's very complex but easily approachable and inviting. The flavors are just as impressive, massive coconut presence with some strong vanilla, chocolate, hazelnut, bourbon, charred wood with a bit of chalkiness in small doses. The body is a bit lighter than I expected, very silky and it coats the mouth well while the finish is delicate and smooth. Verdict: An absolute stunner from Pipeworks. A textbook example of improving upon a base beer using barrels, adds not only complexity but depth. The balance of flavors is wonderful, everything in harmony, both sweet and earthy. This is easily my favorite Pipeworks beer to date and a remarkably good stout.  ",4,4.5,4.5,4.25,4.5,4.45
104824,dfhhead25,2014-05-24,  ,,,,,,3.5
104824,WillCarrera,2014-05-23,  ,,,,,,4.25
104824,MarkyMOD,2014-05-23,  ,,,,,,4.5
104824,Kevinpitts,2014-05-22,"   Really awesome Pipeworks brew. Not suprising as the regular Games of Jones is so good. Tastes like a good barrel aged beer, but with some sweet chocolate flavor. Unique barrel aged offering. Definitely worth a try.  ",5,5,5,5,5,5
104824,blue-dream,2014-05-20,  ,,,,,,4.75
104824,cjgator3,2014-05-20,  ,,,,,,5
104824,Fusebuddy,2014-05-14,  ,,,,,,4.25
104824,1noa,2014-05-14,  ,,,,,,4.5
104824,PHKrames,2014-05-13,  ,,,,,,4.5
104824,Stoutfan23DJ,2014-05-12,  ,,,,,,4.75
74580,EDAPOE51,2013-08-27,  ,,,,,,3.75
74580,Aisha,2013-08-21,  ,,,,,,3.75
74580,icehawk,2013-08-03,"   Bottle (from stfun) Appearance: Opaque black with short lasting off-white head Aroma: Fruity, alcohol, chocolate Taste: Fruity, banana undertones, with slightly bitter dark chocolate flavors Palate: Full mouthfeel, slightly chalky, unique cocoa like bitterness, but finishes sweet and dry. Overall: Interesting porter that brings in some elements that make it quite enjoyable and different than ""american"" porters.  ",3,3,3.5,4,4,3.5
74580,mpayne5,2013-07-29,  ,,,,,,3.5
74580,drummermattie02,2013-07-29,  ,,,,,,2.5
74580,freewill35,2013-07-10,  ,,,,,,3.75
74580,mrfrancis,2013-07-07,  ,,,,,,3.75
74580,ajs4bd,2013-07-06,  ,,,,,,3.25
74580,rmehughes,2013-06-30,  ,,,,,,4
74580,BTFU,2013-06-01,  ,,,,,,4
74580,speedvagen,2013-06-01,  ,,,,,,4.25
74580,secondtooth,2013-05-05,"   Pours a dark ruby, with a small head of tan bubbles. Minimal lacing. Nose is roasty and fruity, and the body is light, even watery. Flavor is toffee up front, with some roasty chocolate in there as well. Maybe this isn't super unique or standout, but it does go down smoothly, and Backyard Porter is a faithful and flavorful English-style porter.  ",3.25,3.25,3.25,2.75,3.25,3.2
74580,MSandahl23,2013-04-17,  ,,,,,,3.75
74580,AmitC,2013-04-13,  ,,,,,,4
74580,jmarsh123,2013-03-04,  ,,,,,,3.75
74580,Pillowburn,2013-02-12,  ,,,,,,2.5
74580,LarBob1969,2013-02-07,  ,,,,,,4.5
74580,Keener,2013-01-13,  ,,,,,,3.75
74580,psmith161,2013-01-12,  ,,,,,,3
74580,noblittjared,2013-01-11,  ,,,,,,4.25
74580,FalconA,2012-12-30,  ,,,,,,3.5
74580,denimdemon,2012-12-30,  ,,,,,,3.75
74580,Rempo,2012-06-23,  ,,,,,,3
74580,grogged,2012-05-15,"   On tap at the Red Lion Grog House. Served in 16 oz glass w/ Fountain Square Brewing logo. Pours a deep brown with a creamy tan head that looks delicious. The smell was fragrant, almost earthy, yet slight off. Roasted coffee comes to mind, but there's an industrial whiff to it also. The mouthfeel is different. The carbonation stands out noticeably and not for the better. Full, yet fizzy and inconsistent. The coffee taste comes to the fore and so does the bitterness. The problem I had with this beer is that the bad carbonation notes and the bitterness linger too long in the brut(al) finish. I can love a beer that's slightly off, but this one was too far off for me. A drain pour.  ",3.5,3,2,2,2.5,2.43
74580,aasher,2012-02-08,"   On draft at McKenzie River off of 82nd St. This arrived a medium bodied coca brown in color on the verge of black with a one finger cream colored head. The nose features slight coffee, slight dark chocolate, and bitter roast. It solid, more bitterness than most. The flavors feature coffee and cream first and foremost. The chocolate is light subtly sweet. It finishes off dry and bitter. It drinks smoothly and between light and medium in body. Overall this is a solid beer and a nice first experience from this brewer. I'll try more of their beers in the future.  ",4,3.5,3.5,4,3.5,3.58
58482,Imstillthegman,2009-08-17,"   This one pours a cloudy rusty orange with about a fingers worth of off-white head. The head quickly faded to a ring, but left nice lacing. The aroma is a basic version of what I had hoped for. Sweet fruit and candi sugar with a bit of peppery yeast and a herbal/floral hop note. Not bad, just doesn't wow me. The flavor is quite enjoyable. I get the yeast right up front quickly followed by the sugars and fruit (pear and apple). The yeast comes back into play again with a nice pepper bite before I get the earthy hops. Active carbonation keeps the flavor going after the swallow. Not too bitter, more dry and white peppery. Very enjoyable brew that I will pick up again.  ",4,3.5,4,4,4.5,3.98
205644,Jaypeajus,2016-06-08,"   Not sure what to expect except I look forward to coconut..looks ok, not much head retention, much darker than brown, but I'm new to brown ales. First smell is like a smokey bock, whiffs of chocolate, tastes of charred chocolate cinnamon burnt banana slight mintyness, smokehouse flavors but not much of any coconut to me, bummed a bit about that. Feel is viscous not much in the hop register leaves a smokey residue on the tongue and mouth. Overall pretty complex very drinkable but no coconut and I only bring it up cos the label says it. Oh it does say toasted coconut so maybe that's all the smokiness. First burn em brew and it was good.  ",4,3.5,3.75,3.75,3.5,3.66
205644,JNForsyth,2016-05-31,  ,3.75,3.75,4,3.75,3.75,3.85
205644,shirtless_mike,2016-04-08,  ,3.5,3.5,3.5,3.5,3.5,3.5
205644,frekky,2016-02-28,  ,3.75,4,3.5,3.75,3.75,3.71
205644,Jakethesnake503,2016-01-24,  ,4,3.75,4.25,3.75,4,4.02
205644,dexterk1,2016-01-03,  ,3.75,4,4,4,4,3.99
205644,Discos2,2016-01-01,"   16oz can>pint glass A- rich dark brown with a light khaki head. Great lacing. S- very sweet roasted malt smell with hint of toasted coconut. T- sweet, brown sugar, not overwhelming at all with coconut. Toasted coconut a bit in finish. F- smooth with a bit of boldness. O- very nice brown ale. Another A+ offering from burn'em.  ",4.5,4.5,4.75,4.5,4.5,4.6
205644,richj1970,2015-12-29,"   Poured from 16 oz can into nonic pint. No visible date. A: Dark black with 2-3 finger dense light tan head with excellent retention and leaving some nice lacing. S: Aroma is a bit subdued, but some coconut and chocolate are most prominent. T: Sweet roasted malts mixed with coconut and chocolate. Some hazelnut lingering around in the back. M: Full bodied but not heavy. Creamy texture with an almost milk shake quality to it. O: Very nice brown ale. Refreshing and easy drinking with a flavor profile I really enjoy.  ",4,3.5,4,4,4,3.88
205644,Zuidman,2015-12-24,  ,3.75,4,4,4,4,3.99
205644,egrace84,2015-12-20,  ,3.75,3.5,4,3.75,4,3.84
205644,Duff27,2015-12-15,  ,4.25,3.25,3.75,4,3.75,3.69
206623,GRG1313,2016-08-22,  ,4,4,4,4,4,4
206623,rodbeermunch,2016-01-27,"   Dark brown pour, not the thickest, its a wee heavy, not a stout. Real thin 1/8"" of tan head, whisps away quickly. Nice aroma, possibly the best part of the beer, good irish malt feel, bourbon and oak plenty strong but not overly done. Smooth taste, relatively easy drinking, good bourbon delivery vessel. Mild roasted malt notes, dark fruit way in the back, not overripe, not bitter, pretty smooth, carbonation spot on. Good stuff, nice use of barrel in this one.  ",3.25,4.25,4,4,4,4.02
206623,ivegot3Dvision,2016-01-02,"   I enjoyed this more than I thought I was going to. L: Slightly dark, exactly what I was expecting. S: Light barrel character, caramel, maple, sweet malt. T: Dark fruit, light bourbon, malty, sweet with little to no hop flavor. F: A little lighter than I was hoping, but the base beer isn't very heavy (heh) in the first place. Just the right amount of carbonation. O: I really enjoyed this, I think it will age well. About the previous reviewers note about pruno: obviously you've never had pruno, this is very, very far from pruno.  ",3.75,4,4,4,4,3.99
206623,brotherloco,2016-01-02,  ,2.75,3.75,3.5,3.5,3.5,3.52
206623,deford,2015-12-21,   Poured from a bomber into a Firestone Walker Tulip. Just a tad darker in color than caramel and hazy. Quite strong alcohol on the nose...like pruno....smells like I'm in County Jail. Taste follows with a very sweet barrel presence. Mouthfeel is smooth. Finishes like a weak Bourbon....overall easy to drink.  ,3,2.75,3,3.25,3,2.97
174137,Gerred,2017-08-19,  ,3.5,3.5,3.5,3.5,3.5,3.5
174137,JerzDevl2000,2017-06-08,"   11 1/2 years on here and never did I review a beer in a crowler, until today. Someone I trade with got me this a while back and I finally got around to cracking this 32 oz'er down on this cool morning. I'll give any brewery in my home state a go and for a first impression, this wasn't that bad. Not much information was given on the can except that Village Idiot was located in Mount Holly and that the ABV was 6.8%, and not the 6.5% listed on here... Nice pour to this, as the beer had a deep and hazy golden hue to it, with plenty of head on top to boot. Deep rings of soapy lacing were left behind as the head had a nice retention as I worked my way through this. Not a strong aroma to this but there was a good amount of honey sweetness present to draw me in. Metallic hops, citrus pith, and a grassy undertone all combined for an unusual, but relatively pleasing taste that was pretty full while making this beer seem more like a balanced Pale Ale than an IPA. A low amount of carbonation, spicy malt presence like bread, and medium body kept this from feeling too heavy though this could have been a bit more balanced! Just the right amount of alcohol in here given the massive size of this. Nice job on this beer as I'm intrigued as to what else these guys are capable of. Time to start canning and getting more New Jersey breweries onto the proverbial map!  ",4.25,3.5,4,4.25,4,3.92
174137,Timtac,2017-01-31,  ,3.5,3.5,3.75,3.5,3.75,3.65
174137,Ultimate,2016-04-17,  ,4,4.5,4,4,4,4.12
174137,LTreezly,2015-10-17,  ,4,4.25,3.75,3.75,3.5,3.84
174137,zekeman17,2015-08-18,  ,4,4,4,4,4,4
174137,rfgetz,2015-08-03,  ,4,4,4,4,3.75,3.95
174137,LoveStout,2015-08-02,  ,3.5,3.5,3.5,3.5,3.5,3.5
174137,acurtis,2015-07-26,  ,3.5,3.75,3.5,3.5,3.5,3.56
174137,devilfluff,2015-07-17,  ,4,4,4,4,4,4
174137,ShemRahBoo,2015-07-01,  ,4,3.5,3.5,3.75,3.5,3.56
174137,InspectorBob,2015-05-26,  ,4,3.75,4,4,4,3.94
96331,dirtylou,2013-07-09,"   on-tap @ the brewery I believe this is different than some similarly named DIPA's that have surfaced from Bainbridge - the board at the brewery suggested this was brewed for their 1st anniversary (though not technically their ""first anniversary beer""). Sticky, dank hops - moderate bitterness, nice sugary citrus, doughy malt.  ",,,,,,3.94
125646,franman,2017-12-01,  ,4.75,4.5,4.75,4.5,4.75,4.67
125646,Mfdsr1,2017-12-01,  ,4.75,4.75,4.5,4.75,4.75,4.65
125646,allrecreational,2017-12-01,   0%,4.5,4.5,4.5,4.75,4.75,4.58
125646,jstilwell,2017-11-28,  ,5,5,4.5,4.5,4.5,4.65
125646,moysauce,2017-11-27,  ,4.5,4.75,4.75,4.5,4.5,4.66
58482,Kadonny,2009-08-17,"   Poured from a bottle into a Duvel tulip glass. A: A nice cloudy gold color with a nice one finger white fluffy head. Nice glass lacing. S: Sweet fruits with some candy sweetness and a nice floral hop smell. Not overly complex, but nice. T: Sweeter fruits start first with hints of pear, apple, orange followed by a deep candy sweetness and maybe some bubblegum. A nice yeasty spicy funk is tasted and then you get this massive hop hit. Tastes of floral spicy earthy hops linger at the finish and leave a nice bitterness. Not overly complex again, but very nice. M: Medium and coating with some prickly aspects. Nice lingering bitterness. D: High, these are really drinkable, and the abv is totally hidden. Overall this beer is a tweener to me, but a perfect tweener. It's hoppier than a BPA, but not as hoppy as a Belgian IPA. It really is a great beer that is really enjoyable. Dan, this beer is wonderful, I love it. If you brew it regularly, I will buy it. A damn fine beer that is a nice mix between a Belgian and an American that is very enjoyable and drinkable. Good stuff!  ",4,4,4,4,4.5,4.1
58482,Sammy,2009-08-17,"   On-tap at Mr. Goodbar's. Some yeast aroma. White soapy head on light orange body. Medium mouthfeel. Smooth, and spicey, corriander, a little cloves and pepper.A little bannana. A little hoppy and drying in the finish. An average beer overall, likely better with food.  ",3.5,4,3,3.5,3.5,3.42
58482,Lexluthor33,2009-08-17,"   A hazy,golden color with a really nice looking head and lace. The aroma of spice,grain and fruit/gum. The taste is sweet bubblegum flavor with only a touch of bitterness that is overcome by a good helping of hops. Some citrus notes as well. The feel is light to medium body with a smooth ending.Medium carbonation. Notes: Not Belgian,but still a very good beer.  ",4,3.5,4,4,4,3.88
58482,jamie2dope,2009-08-16,"   Here we go again, another brew from Weyerbacher. This one is a Belgian Pale, which is a hit or miss style for me. Clear orange in color, with a decent amount of white head. Lots of bubbles are racing to the top of this beer. Musty smells start things off and stay throughout, with traces of fruit thrown in here and there. More phenols in the taste, along with some grapefruit-esq hops, and a dry finish. Medium bodied, this is one crisp and refreshing Belgian beer. Drinking it is pretty damn easy too. Here we have another winner from Weyerbacher. Keep up the good work guys.  ",3.5,3.5,4,4,4,3.85
58482,dogfishandi,2009-08-10,"   MY 100TH REVIEW kinda wish i couldve had a little better beer than this for the 100th, but the next 2 should make up for it. pours a hazy glowing orange amber color. big fluffy head, almost pure white faded to a ring half way through the glass. just a touch of lacing. in the aroma your hit with big bubblegum and bananna from the yeast, some spiciness, floralness, from the hops i imagine. the aroma almost reminds me of the flouride u used to get from the dentist when you were a kid. for the taste you get some of the belgian yeast character, flouride taste, and then you get a lot of american hops. the 2 flavors combined create a kind of spiciness, almost peppery if you will. finishs a dry bitter spicy flavor that lingers. seems more like a belgian APA. doesnt seem to have the soft fluffy goodness of the true belgian PAs. for this i go down in the score a little, still a very good beer. smooth mouthfeel, medium body. good carb. but just not the same as an authentic belgian. good drinkability.  ",4,4,3.5,4,4,3.8
58482,DanielClouser,2009-08-09,"   I recently thought about the idea of toning down the bold new Belgian IPA style to a Belgian APA. I think Weyerbacher had the same idea, and Zotten is the result, as it is not consistent with the classic BPA style. Overall, it was very successful, but there was a pervasive grassy sort of bitterness in the flavor that really hurt the brew (especially its drinkability). I think maybe the hops variety used and/or how much is used for bittering should be re-evaluated for this beer, as it otherwise has potential to be excellent.  ",4,4,3,4,2.5,3.3
58482,Patrick999,2009-08-06,"   Pours an attractive shiny pale copper, like a penny. Copious bubblegum in the nose, some clove. I thought it was an impressive strong aroma. Nice flavor, a Belgian pale with much of the sweet bubblegum flavor, cut with a dose of citrusy American hops. A flavorful little beer. It doesn't feel as light and pillowy as a from-Belgium Belgian pale, but few American interpretations of the style do. Good beer. I wasn't prepared to like it as much as I do.  ",3.5,4.5,4,3.5,4,4.04
